elevatorunitId,elevatorunitnumber,CpibUuid,countryname,DESCRIPTION,ItemFieldId,PerformanceStartDate,PerformanceEndDate,Readvalue
85496,4701DR3,b87d43b9-e1e5-42a6-ad2d-b806be9d5b7d,Germany,Front Door Reversals,front_door_reversals,02-05-2025 22:00,03-05-2025 21:59,0
85496,4701DR3,b87d43b9-e1e5-42a6-ad2d-b806be9d5b7d,Germany,Rear Door Cycles,rear_door_cycles,02-05-2025 22:00,03-05-2025 21:59,0
85496,4701DR3,b87d43b9-e1e5-42a6-ad2d-b806be9d5b7d,Germany,Rear Door Reversals,rear_door_reversals,02-05-2025 22:00,03-05-2025 21:59,0
85496,4701DR3,b87d43b9-e1e5-42a6-ad2d-b806be9d5b7d,Germany,Front Door Cycles,front_door_cycles,02-05-2025 22:00,03-05-2025 21:59,188
85496,4701DR3,b87d43b9-e1e5-42a6-ad2d-b806be9d5b7d,Germany,Front Door Reversals,front_door_reversals,02-05-2025 22:00,03-05-2025 21:59,3
85496,4701DR3,b87d43b9-e1e5-42a6-ad2d-b806be9d5b7d,Germany,Rear Door Cycles,rear_door_cycles,02-05-2025 22:00,03-05-2025 21:59,0
85496,4701DR3,b87d43b9-e1e5-42a6-ad2d-b806be9d5b7d,Germany,Rear Door Reversals,rear_door_reversals,02-05-2025 22:00,03-05-2025 21:59,0
85496,4701DR3,b87d43b9-e1e5-42a6-ad2d-b806be9d5b7d,Germany,Front Door Cycles,front_door_cycles,02-05-2025 22:00,03-05-2025 21:59,3
85496,4701DR3,b87d43b9-e1e5-42a6-ad2d-b806be9d5b7d,Germany,Front Door Reversals,front_door_reversals,02-05-2025 22:00,03-05-2025 21:59,0
85496,4701DR3,b87d43b9-e1e5-42a6-ad2d-b806be9d5b7d,Germany,Rear Door Cycles,rear_door_cycles,02-05-2025 22:00,03-05-2025 21:59,0
85496,4701DR3,b87d43b9-e1e5-42a6-ad2d-b806be9d5b7d,Germany,Rear Door Reversals,rear_door_reversals,02-05-2025 22:00,03-05-2025 21:59,0
25696,X8523,71f8d1d4-a43e-4a3a-8ef2-6622c0c4d6d2,UK,Total Door Cycles,total_door_cycles,03-05-2025 01:43,04-05-2025 01:43,0
25696,X8523,71f8d1d4-a43e-4a3a-8ef2-6622c0c4d6d2,UK,Door Reversals,door_reversals,03-05-2025 01:43,04-05-2025 01:43,0
25696,X8523,71f8d1d4-a43e-4a3a-8ef2-6622c0c4d6d2,UK,Slow Door Operations,slow_door_operations,03-05-2025 01:43,04-05-2025 01:43,0
25696,X8523,71f8d1d4-a43e-4a3a-8ef2-6622c0c4d6d2,UK,Total Door Cycles,total_door_cycles,03-05-2025 01:43,04-05-2025 01:43,0
25696,X8523,71f8d1d4-a43e-4a3a-8ef2-6622c0c4d6d2,UK,Door Reversals,door_reversals,03-05-2025 01:43,04-05-2025 01:43,0
25696,X8523,71f8d1d4-a43e-4a3a-8ef2-6622c0c4d6d2,UK,Slow Door Operations,slow_door_operations,03-05-2025 01:43,04-05-2025 01:43,0
25696,X8523,71f8d1d4-a43e-4a3a-8ef2-6622c0c4d6d2,UK,Door Operations,door_operations,03-05-2025 01:43,04-05-2025 01:43,0
25696,X8523,71f8d1d4-a43e-4a3a-8ef2-6622c0c4d6d2,UK,Total Door Cycles,total_door_cycles,03-05-2025 01:43,04-05-2025 01:43,0
25696,X8523,71f8d1d4-a43e-4a3a-8ef2-6622c0c4d6d2,UK,Door Reversals,door_reversals,03-05-2025 01:43,04-05-2025 01:43,0
25696,X8523,71f8d1d4-a43e-4a3a-8ef2-6622c0c4d6d2,UK,Slow Door Operations,slow_door_operations,03-05-2025 01:43,04-05-2025 01:43,0
25696,X8523,71f8d1d4-a43e-4a3a-8ef2-6622c0c4d6d2,UK,Door Operations,door_operations,03-05-2025 01:43,04-05-2025 01:43,0
25696,X8523,71f8d1d4-a43e-4a3a-8ef2-6622c0c4d6d2,UK,Total Door Cycles,total_door_cycles,03-05-2025 01:43,04-05-2025 01:43,0
25696,X8523,71f8d1d4-a43e-4a3a-8ef2-6622c0c4d6d2,UK,Door Reversals,door_reversals,03-05-2025 01:43,04-05-2025 01:43,0
25696,X8523,71f8d1d4-a43e-4a3a-8ef2-6622c0c4d6d2,UK,Slow Door Operations,slow_door_operations,03-05-2025 01:43,04-05-2025 01:43,0
25696,X8523,71f8d1d4-a43e-4a3a-8ef2-6622c0c4d6d2,UK,Door Operations,door_operations,03-05-2025 01:43,04-05-2025 01:43,0
25696,X8523,71f8d1d4-a43e-4a3a-8ef2-6622c0c4d6d2,UK,Total Door Cycles,total_door_cycles,03-05-2025 01:43,04-05-2025 01:43,0
25696,X8523,71f8d1d4-a43e-4a3a-8ef2-6622c0c4d6d2,UK,Door Reversals,door_reversals,03-05-2025 01:43,04-05-2025 01:43,0
25696,X8523,71f8d1d4-a43e-4a3a-8ef2-6622c0c4d6d2,UK,Slow Door Operations,slow_door_operations,03-05-2025 01:43,04-05-2025 01:43,0
25696,X8523,71f8d1d4-a43e-4a3a-8ef2-6622c0c4d6d2,UK,Door Operations,door_operations,03-05-2025 01:43,04-05-2025 01:43,0
25696,X8523,71f8d1d4-a43e-4a3a-8ef2-6622c0c4d6d2,UK,Total Door Cycles,total_door_cycles,03-05-2025 01:43,04-05-2025 01:43,0
25696,X8523,71f8d1d4-a43e-4a3a-8ef2-6622c0c4d6d2,UK,Door Reversals,door_reversals,03-05-2025 01:43,04-05-2025 01:43,0
25696,X8523,71f8d1d4-a43e-4a3a-8ef2-6622c0c4d6d2,UK,Slow Door Operations,slow_door_operations,03-05-2025 01:43,04-05-2025 01:43,0
25696,X8523,71f8d1d4-a43e-4a3a-8ef2-6622c0c4d6d2,UK,Door Operations,door_operations,03-05-2025 01:43,04-05-2025 01:43,0
25696,X8523,71f8d1d4-a43e-4a3a-8ef2-6622c0c4d6d2,UK,Total Door Cycles,total_door_cycles,03-05-2025 01:43,04-05-2025 01:43,0
25696,X8523,71f8d1d4-a43e-4a3a-8ef2-6622c0c4d6d2,UK,Door Reversals,door_reversals,03-05-2025 01:43,04-05-2025 01:43,0
25696,X8523,71f8d1d4-a43e-4a3a-8ef2-6622c0c4d6d2,UK,Slow Door Operations,slow_door_operations,03-05-2025 01:43,04-05-2025 01:43,0
25696,X8523,71f8d1d4-a43e-4a3a-8ef2-6622c0c4d6d2,UK,Door Operations,door_operations,03-05-2025 01:43,04-05-2025 01:43,0
25696,X8523,71f8d1d4-a43e-4a3a-8ef2-6622c0c4d6d2,UK,Total Door Cycles,total_door_cycles,03-05-2025 01:43,04-05-2025 01:43,0
25696,X8523,71f8d1d4-a43e-4a3a-8ef2-6622c0c4d6d2,UK,Door Reversals,door_reversals,03-05-2025 01:43,04-05-2025 01:43,0
25696,X8523,71f8d1d4-a43e-4a3a-8ef2-6622c0c4d6d2,UK,Slow Door Operations,slow_door_operations,03-05-2025 01:43,04-05-2025 01:43,0
25696,X8523,71f8d1d4-a43e-4a3a-8ef2-6622c0c4d6d2,UK,Door Operations,door_operations,03-05-2025 01:43,04-05-2025 01:43,0
66678,AC443,269deb13-cd1c-47f3-a8aa-cca8e771815d,Switzerland,Total Door Cycles,total_door_cycles,03-05-2025 01:43,04-05-2025 01:43,52
66678,AC443,269deb13-cd1c-47f3-a8aa-cca8e771815d,Switzerland,Door Reversals,door_reversals,03-05-2025 01:43,04-05-2025 01:43,0
66678,AC443,269deb13-cd1c-47f3-a8aa-cca8e771815d,Switzerland,Slow Door Operations,slow_door_operations,03-05-2025 01:43,04-05-2025 01:43,0
66678,AC443,269deb13-cd1c-47f3-a8aa-cca8e771815d,Switzerland,Total Door Cycles,total_door_cycles,03-05-2025 01:43,04-05-2025 01:43,26
66678,AC443,269deb13-cd1c-47f3-a8aa-cca8e771815d,Switzerland,Door Reversals,door_reversals,03-05-2025 01:43,04-05-2025 01:43,0
66678,AC443,269deb13-cd1c-47f3-a8aa-cca8e771815d,Switzerland,Slow Door Operations,slow_door_operations,03-05-2025 01:43,04-05-2025 01:43,0
66678,AC443,269deb13-cd1c-47f3-a8aa-cca8e771815d,Switzerland,Door Operations,door_operations,03-05-2025 01:43,04-05-2025 01:43,14
66678,AC443,269deb13-cd1c-47f3-a8aa-cca8e771815d,Switzerland,Total Door Cycles,total_door_cycles,03-05-2025 01:43,04-05-2025 01:43,0
66678,AC443,269deb13-cd1c-47f3-a8aa-cca8e771815d,Switzerland,Door Reversals,door_reversals,03-05-2025 01:43,04-05-2025 01:43,0
66678,AC443,269deb13-cd1c-47f3-a8aa-cca8e771815d,Switzerland,Slow Door Operations,slow_door_operations,03-05-2025 01:43,04-05-2025 01:43,0
66678,AC443,269deb13-cd1c-47f3-a8aa-cca8e771815d,Switzerland,Door Operations,door_operations,03-05-2025 01:43,04-05-2025 01:43,0
66678,AC443,269deb13-cd1c-47f3-a8aa-cca8e771815d,Switzerland,Total Door Cycles,total_door_cycles,03-05-2025 01:43,04-05-2025 01:43,6
66678,AC443,269deb13-cd1c-47f3-a8aa-cca8e771815d,Switzerland,Door Reversals,door_reversals,03-05-2025 01:43,04-05-2025 01:43,0
66678,AC443,269deb13-cd1c-47f3-a8aa-cca8e771815d,Switzerland,Slow Door Operations,slow_door_operations,03-05-2025 01:43,04-05-2025 01:43,0
66678,AC443,269deb13-cd1c-47f3-a8aa-cca8e771815d,Switzerland,Door Operations,door_operations,03-05-2025 01:43,04-05-2025 01:43,6
66678,AC443,269deb13-cd1c-47f3-a8aa-cca8e771815d,Switzerland,Total Door Cycles,total_door_cycles,03-05-2025 01:43,04-05-2025 01:43,5
66678,AC443,269deb13-cd1c-47f3-a8aa-cca8e771815d,Switzerland,Door Reversals,door_reversals,03-05-2025 01:43,04-05-2025 01:43,0
66678,AC443,269deb13-cd1c-47f3-a8aa-cca8e771815d,Switzerland,Slow Door Operations,slow_door_operations,03-05-2025 01:43,04-05-2025 01:43,0
66678,AC443,269deb13-cd1c-47f3-a8aa-cca8e771815d,Switzerland,Door Operations,door_operations,03-05-2025 01:43,04-05-2025 01:43,4
66678,AC443,269deb13-cd1c-47f3-a8aa-cca8e771815d,Switzerland,Total Door Cycles,total_door_cycles,03-05-2025 01:43,04-05-2025 01:43,9
66678,AC443,269deb13-cd1c-47f3-a8aa-cca8e771815d,Switzerland,Door Reversals,door_reversals,03-05-2025 01:43,04-05-2025 01:43,0
66678,AC443,269deb13-cd1c-47f3-a8aa-cca8e771815d,Switzerland,Slow Door Operations,slow_door_operations,03-05-2025 01:43,04-05-2025 01:43,0
